Reference ID,Job Profile Name,Created Effective Date,Inactive,Include Job Code in Name,Private Title,Job Profile Summary,Job Description,Additional Job Description,Work Shift Required,Is Job Public,Job Families on Job Profile
Vice_President_Marketing,"Vice President, Marketing",1/1/2000,n,,,"Responsible for the strategic development and tactical execution for all marketing activities.  The V.P. of Marketing will lead all brand management, maintain brand integrity, and develop effective marketing communications for the successful introduction of new products.  Working closely with the marketing team and the sales team, the V.P. of Marketing will drive initiatives, objectives, processes and policies in an effort to deliver strong sales within established channels and to assist with new sales into new channels.",,,,Yes,MK_Marketing_Management,,
Director_Marketing_Communications,"Director, Marketing Communications",1/1/2000,n,,,"Contribute to the creation of a marketing communications strategy, including assessing specific market opportunities, tracking competitive activities and measuring success.  Lead all public relations initiatives for the Company, including selection and management of a PR firm, speaking engagements, awards and bi-line activities.  Create an overall market awareness strategy to build consideration directly with senior management of Marketing and C-level executives.","Essential Functions
Build, develop, and lead global team of Marketing Communications professionals responsible for development and execution of lead generation, direct eCommerce promotions, search marketing, social media, advertising, tradeshows, PR and other marketing communication activities.  
Develops and aligns communication strategy and brand positioning with corporate strategies to ensure an effective, impactful and consistent communication to the marketplace.
Continually strives to develop a center of excellence in marketing communications, with strong focus on direct marketing and lead generation.
Manages the marketing communications budget.
Manages outside marketing vendors in developing consistent communications strategies  Monitors the success of communication strategies based on metrics and makes necessary adjustments to maximize the efficiency and effectiveness of marketing initiatives.
Oversees the development of tradeshow strategies and schedules, and related promotional activities.  
Utilizes strong knowledge base to guide appropriate communication strategies, working closely with market research group, vertical marketing team and product management business units.
Qualifications
 
Education, Background and Skill Requirements
B.A. or B.S. degree required.  MBA or degree in marketing is preferable or equivalent combination of education and work experience.
Strong management skills with experience developing direct reports
7+ years of experience in both business-to-business and business-to-consumer markets is desired.  Strong preference for business-to-consumer and direct marketing experience
Strong PC skills. Experience with Word, Excel, Access, Project, PowerPoint, and Acrobat
Market segmentation, research and strategic skills
Demonstrated ability to effectively manage a large budget
PC in an open-office environment
Up to 30% travel required",,,Yes,MK_Marketing_Management,,
Director_Marketing_Services,"Director, Marketing Services",1/1/2000,n,,,"Responsible for the development of go-to-market strategy and plans for Company's products & solutions.  This includes heavy interaction with the various business units, marketing, sales and corporate communications teams within the Company, and in particular, the Company's channel partner teams to align our strategies and fiscal year plans.","Responsbile to develop a marketing strategy involving a diverse set of activities including market research, development of collateral and sales tools, sales and partner training and support, and other outbound marketing activities with heavy emphasis on support of global channel marketing programs and campaigns.

Job Duties:
Contributes to marketing effectiveness by identifying short-term and long-range issues that must be addressed; providing information and commentary pertinent to deliberations; recommending options and courses of action; implementing directives.
Obtains market share by developing marketing plans and programs for each product; directing promotional support.
Maintains relations with customers by organizing and developing specific customer- relations programs; determining company presence at conventions, annual meetings, trade associations, and seminars.
Provides short- and long-term market forecasts and reports by directing market research collection, analysis, and interpretation of market data.
Influences present and future products by determining and evaluating current and future market trends.
Develops new uses for existing products by analyzing statistics regarding market development; acquiring and analyzing data; consulting with internal and external sources.
Maintains research database by identifying and assembling marketing information.
Provides marketing information by answering questions and requests.
Achieves financial objectives by preparing an annual budget; scheduling expenditures; analyzing variances; initiating corrective actions.
Completes marketing department operational requirements by scheduling and assigning employees; following up on work results.
Maintains marketing staff by recruiting, selecting, orienting, and training employees.
Maintains marketing staff job results by counseling and disciplining employees; planning, monitoring, and appraising job results.
Develops marketing staff by providing information, educational opportunities, and experiential growth opportunities.
Maintains professional and technical knowledge by attending educational workshops; reviewing professional publications; establishing personal networks; participating in professional societies.
Contributes to team effort by accomplishing related results as needed.

Skills and Qualifications:
Client Relationships, Coaching, Managing Processes, Self-Motivated, Marketing Plan, Subordinate Involvement, Customer Focus, Marketing Research, Statistical Analysis, Developing Budgets, Financial Planning and Strategy",,,Yes,MK_Marketing_Management,,
Senior_Manager_Marketing_Communications,"Senior Manager, Marketing Communications",1/1/2000,n,,,"Responsible for implementing integrated marketing communication plans for the Company's strategic programs.  This includes targeted lead generation programs which include email, direct mail, sales collateral, and website development and some print and online advertising.",,,,Yes,MK_Marketing_Management,,
Office_Manager,Office Manager,1/1/2000,n,,,"Responsible for planning, directing and coordinating office support services, including purchasing and facilities management.  Additional responsibilities include: hiring and managing office support staff, managing internal communications, assisting with travel arrangements, and miscellaneous projects.","Responsibilities:
Responsibilities in this role include, but are not limited to:
- Serving as the main point of contact for all things related to the EverFi-Walnut Creek office.
- Welcoming and greeting visitors, answering their questions or directing them as needed
- Answering the office phone line and responding or directing as needed
- Maintaining security to office to ensure appropriate access
- Ordering office supplies and maintaining a clean office area
- Managing office equipment, kitchen and general supplies
- Processing outgoing shipments and handling incoming mail and packages
- Coordinating events and schedules as needed
- Supporting new hire on-boarding to ensure a smooth transition
- Coordinating travel and accommodations as needed for guests and visitors
 
Requirements:
- High energy and positive, can-do attitude
- Previous office management experience.
- Excellent communication skills, both written and verbal.
- Strong interpersonal skills: Upbeat, friendly and professional.
- Excellent time management skills and organizational skills.
- Proficiency in Microsoft Office programs and office-related IT tools.
- Willingness to learn new things even though you never done them before.
- Familiarity with the ins and outs of a startup environment.
- Desire to assist others and take on additional responsibilities
Desired Skills and Experience
Microsoft Office Communication Event Planning Organization Office Administration Project Management Teamwork Administrative Assistance Executive Administrative Assistance Administration Inventory Management",,,Yes,FA_Administration,,
Receptionist,Receptionist,1/1/2000,n,,,"As the face of our company, you will provide excellent customer service receiving incoming calls and routing those calls to the appropriate staff; greeting visitors; and general office duties including data entry, typing correspondence and spreadsheets, filing, mail; and other administrative duties as assigned.","·  Develop and maintain strong organizational and business knowledge of Process Stream to provide guidance and fulfill responsibilities of the role. 
·  Must be extremely organized, and able to multi-task efficiently.
·  Must be highly motivated and have a willingness to learn.
·  Greet guests; notify hosts and direct guests to conference rooms or other offices. 
·  Answer phone and direct callers appropriately. 
·  Conference Rooms: review schedule on public calendar; confirm meetings and resolve conflicts when needed.",,,Yes,FA_Administration,,
Executive_Assistant,Executive Assistant,1/1/2000,n,,,"Responsible for confidential administrative duties for executive management.  Proactively manage executives' calendar to accommodate shifting priorities and meetings.   Must be available for demanding work volume and occasional travel; be prepared to work under pressure and meet deadlines.  Responsibilities may also include Board Member coordination (assisting and supporting BOD meetings, communications, approvals, teleconferences).",,,,Yes,FA_Administration,,
Regional_Sales_Manager,Regional Sales Manager,1/1/2000,n,,,"Responsible to own the complete sales process from lead to close. The sales process generally involves calling on C-level business and administration managers and selling the “concept” of the Company's solutions and qualifying the opportunity.  For qualified opportunities, the RSM will schedule any evaluations / demonstrations at the customer site, which the RSM will coordinate with the sales support team.","Minimum three years direct selling experience in selling business solutions 
Proven experience closing complex sales 
Experience with Cloud and Managed Service offerings are a plus 
Strong interpersonal skills required to effectively communicate with clients and vendors 
Superior prospecting and lead management skills 
New business development skills and the ability to grow our footprint with existing customers is essential 
Excellent written, verbal, and presentation skills to confidently and professionally present to “C” level executives 
Knowledge of local marketplace 

This Position Entails:

Selling responsibilities: 


Syntax Enterprise Cloud and related offerings
JD Edwards Services: New implementations, Upgrades, Managed services
Oracle ERP Cloud Services
JD Edwards Applications
Related Third Party applications and services
Role has both hunter and farmer characteristics


Local travel, on a regular basis throughout the Northeast US.  


The Successful Candidate must be:
 
U.S. Citizens and those authorized to work in the U.S.; we are unable to sponsor at this time. 
Professional and articulate 
Interpersonally adept, can interface well with Management, Consulting and related Sales Teams 
Technically proficient 
A relationship builder, a problem solver, dynamic, a difference maker",,,Yes,Sales_Direct_Sales,,
Inside_Sales_Representative,Inside Sales Representative,1/1/2000,n,,,"This is your first step into sales with ready, qualified leads for you to work, develop and close.  Bring your enthusiasm and passion for building strong customer relationships while articulating our vision and value. Excellent training and coaching is provided to ensure your success in achieving revenue targets that grow and scale.",Responsible for generating and cultivating new business along with managing all aspects of strategic marketing and lead generation.  On a daily basis you will procure or create targeted lists fitting our client profile and contact individuals on these lists in a number of ways ultimately with the goals of identifying warm or hot leads to be passed along to the sales team.,,,Yes,Sales_Inside_Sales,,
Sales_Solution_Consultant,Sales Solution Consultant,1/1/2000,n,,,"Responsible to identify our clients' business challenges, to collaboratively shape solutions that drive their strategic initiatives, and to keep them educated and informed in the ways that the Company's current and future products can enhance their business.  Responsible for managing relationships clients in a specific geography when teamed together with a Regional Sales Manager.  Need to be a focused, proactive self-starter, and able to multi-task in a fast-paced environment.   In addition, act as an advisor and consultant, as well as a client advocate within the Company.",,,,Yes,Sales_Sales_Support,,
Director_Inside_Sales,"Director, Inside Sales",1/1/2000,n,,,"Responsible to directly supervise all Inside Sales and Sales Support personnel while developing the department budget and controlling monthly expenses within budget plan.  Establish and nuture an environment focused on team member's relationship development with customers, building excellent rapport, knowledge of the customers' business and providing exceptional customer support combined with monitoring and achieving department performance measurements.","Duties and Responsibilities: 
* Develop and manage an Enterprise-Class Inside Sales organization by organizing and measuring data-defined goals and activities that contribute to the lead generation and pipeline build for the salesforce – This is FAST and SCALABLE processes of capturing data, creating compelling marketing campaigns to drive demand, and ensuring sales execution.
* Respond to inbound inquiries based on marketing campaigns including: web promotions and leads, e-mail, Webinars, seminars
* Mentor and develop an inside sales team which includes recruiting, hiring and training new Reps on Product Portfolio, Industry, Customers, Competitors, Systems(salesforce.com, Workday, etc) and sales process
* Maintain responsibility for detailed partner pipelines and accurate forecasting of assigned accounts and well-being for all of the regions including the Americas, EMEA and APAC
* Assist all regional sales managers (RSM’s) and partners with the following: a) Lead qualification & dissemination b) closing new business for high volume, low average selling price products, c) Up-selling new products, d) developing outbound scripts, e) reviewing leads passed, f) participating in Solutions Marketing programs.
* Oversee the daily outbound calls to prospects. Maintain or exceed set minimum number of team calls weekly.
* Help team perform opportunity identification, account qualification, and needs analysis at all prospect levels
* Maintain required activity metrics, via phone calls, appointments, demos and proposals
* Conducting weekly forecast meetings. Coach direct reports regarding strategies to meet key goals, achieve measures, and drive closure
* Devise plans to generate new and innovative sources of revenue for the company and present these to Executive Management.
Required Skills/Experience: 
* 5-7+ years of leading a technology-based worldwide Inside sales department
* 3+ years technology sales management experience with 10+ direct reports
* Results driven and able to achieve/exceed annual sales quotas
* Successful track record of identifying, qualifying, negotiating, closing and account management
* Ability to hire and train new inside sales representatives
* Strong business planning, analytical and communication skills, data-driven mindset, and  good attention to detail
* Enthusiastic, driven and confident; ability to clearly and persuasively articulate the company's mission, product and business opportunity with contagious conviction.
* Knowledge of business organizational structures and buying influences
* Must be able to learn new software quickly
* Bachelor’s Degree Required",,,Yes,Sales_Management,,
Director_Field_Sales,"Director, Field Sales",1/1/2000,n,,,"Works with the VP of Sales to set the sales strategic direction for outside sales in conjunction with forecasts and marketing efforts. Manage the day to day administrative operations of the outside regional management team, manage recruitment, hiring, personnel management, forecasting, training, sales strategies, tracking results, sales processes, compensation plan development and measuring performance. Improve sales and management performance through analyzing daily, weekly and monthly sales data. Work along side sales operations, customer service, and sales systems to ensure the teams are headed in the same general direction.",,,,Yes,Sales_Management,,
Sales_Compensation_Analyst,Sales Compensation Analyst,1/1/2000,n,,,"Act as primary business lead for Sales Compensation in all geographies worldwide.  Develop, revise and distribute sales plan and business rules documents to sales compensation plan participants, including producing performance calculations examples.  Work with cross-functional teams including Field Sales, Finance, and HR to ensure data integrity and alignment with business objectives, performance and strategy.  Partner with Human Resources on the development of annual recommendations for OTEs by role.  Analyze market data to validate competitive pay practices.",,,,Yes,Sales_Operations,,
Sales_Contracts_Manager,Sales Contracts Manager,1/1/2000,n,,,Responsible to review and analyze proposed contract terms and provide feedback on issues of concern and recommend alternatives.  Draft/negotiate standard and non-standard agreements business terms in consultation (where necessary) with legal counsel and business contacts.  Provide support to sales organization on issues related to contracts.  Serve as liaison between the Company and our customers for pricing and contractual matters.,,,,Yes,Sales_Operations,,
Director_Sales_Operations,"Director, Sales Operations",1/1/2000,n,,,"Responsible for Sales divisional strategy, internal initiatives delivering complex process changes, organization growth and changes, and near term tactical improvement projects to affect the performance of sales and operations.  Leads project teams working with business stakeholders to define the business problem and desired outcome.  Strategically plan expansion into new markets outside North America, including market assessment to evaluate country and business line attractiveness and best entry strategy.  Lead project coordination between the new country's management team and headquarter's (Finance, Legal, Operations and Risk Management) for new business approval, pre-launch and launch phases.","Responsibilities
Responsible for developing the blueprint for operational success, transparency and revenue growth and executing on the day-to-day tactical operations to get us there. 
 
Pipeline & Forecasting
Implement comprehensive pipeline and forecast reporting, processes and tools across all business lines. 
Assist sales leadership to accurately forecast business. Manage forecast calls and associated requirements.
Establish stage benchmarks and expectations and assist CRO in managing sales organization against those to ensure pipeline is accurate and always moving towards close.
Establish and enforce cross-vertical pipeline management expectations; responsible for the ongoing communication with sales leaders for clean and accurate pipeline data.
 
Reporting & Analytics
Provide business critical sales and revenue insights using analytics, ensure cross functional alignment of sales and company goals and execution.
Deliver accurate and relevant dashboard reporting:  Create, improve and maintain key dashboards for executive management team.  This may include weekly, monthly and quarterly reports, among others.  
Maintain close coordination with Sr. Director of Operations for Customer Success on renewals and key upsell opportunities.
 
Operational Efficiency
Spearhead cross-vertical and cross-functional sales and customer success operations team coordination, including lead generation team, Salesforce admin and individual vertical sales operations to ensure comprehensive planning and coordination.
Evaluate effectiveness of sales tools across the organization (and in the industry) and make recommendations to senior leadership on investments needed.
Develop strategies to optimize Salesforce and other enterprise sales tools across all business units.
Refine knowledge management strategies and toolsets that continuously increase sales effectiveness and product knowledge across all sales teams, including sales decks, contracts, pricing, among others.
Provide key insights into ongoing professional development needs across the sales organization.
Help to facilitate and resolve day-to-day sales operations challenges related to Salesforce.
 
Sales to Customer Success 
Ensure processes for transitions between sales to account management across verticals and “to the field” are optimized, documented and clearly communicated.
 
Strategy, Planning & Special Projects
Work with sales leadership as well as cross functional leaders (HR, Finance, Marketing, etc.) on the annual business planning process.
Collaborate with CRO and vertical Presidents to refine KPIs and interpret results into actionable recommendations.
Work closely with CRO to manage sales incentives including commissions and bonuses.  Ensure Salesforce data related to deal teams is accurate for Finance team.
“Quarterback” the planning, execution and actionable follow-up of major sales initiatives, including “surge trips.”  
 
Education and Experience
Minimum 5-7 years of related experience
Bachelors Degree; MBA a plus
Proven track record in sales operations and many success stories of improving the efficiency and effectiveness of business processes essential to Salesforce productivity. 
Solid understanding of SasS industry metrics and benchmarks; familiarity with Predictable Revenue, The Sales Acceleration Formula & Challenger Sale
Demonstrate outstanding interpersonal, verbal, and written communication skills
The ability to influence and foster collaborative relationships with cross functional departments - sales, marketing, product engineering, legal and finance
Able to work with all levels of individuals all the way up to C-Level
A demonstrated ability to translate data and metrics into predictable business insights
Experience in broad array of key focus areas of sales operations: forecasting, reporting and analytics, operational planning and sales tools planning, designing and executing compensation plans
Experience in Salesforce, the Salesforce ecosystem and other sales related software tools is important
Exceptional project management skills
Detail oriented
High level of reliability and follow-through skills; immediate responsiveness to all internal inquiries, ability to multitask under tight deadlines.",,,Yes,Sales_Management,,
Internal_Auditor,Internal Auditor,1/1/2000,n,,,"Responsible to identify and assess risk to evaluate and improve the underlying processes and internal controls.  Individuals in this job profile plan and execute complete audit assignments.  Requires objective, accurate and factual formal and informal audit reports summarizing the results of the audit work performed, determining effect and properly assessing and communicating risk for management, executive management and the audit committee.",,,,Yes,FA_Risk_Management,,
Senior_Risk_Analyst,Senior Risk Analyst,1/1/2000,n,,,Responsible for managing and responding to SOX (Sarbanes Oxley) inquiries from the Information Risk Management Group in conjunction with our outside auditors. The purpose would be so that testing and validation of various controls could be performed. There would be a requirement to work with various internal IT groups both during audits and proactively outside of formal audit periods to ensure that regulatory requirements are being met without exceptions.,,,,Yes,FA_Risk_Management,,
Product_Strategy,Product Strategy,1/1/2000,n,,Product Strategist,"Product Strategy is responsible for research, analysis and operational support for the 
development of the Company’s Business Strategy, Strategic Partnerships, and Acquisitions.  
The role is highly visible and requires regular interaction with the Company’s senior 
management and key functional leads.  Requires a strong knowledge of strategic planning 
process, broad analytical and research experience, and excellent presentation and communication skills.","KEY RESPONSIBILITIES: 
Develop our business plans, including forecasts, identifying key indicators, progress tracking, and course correcting.
Driving product strategy and roadmap, both for on-premises and cloud deployment models.
Work with all departments to proactively identify “whole product/solution” gaps, define market requirements, and drive eco system partnerships.
Work closely with product marketing to develop and implement a company-wide go-to-market plan.
Evangelizing/messaging/marketing the solution portfolio to the field and the customers.
This position requires travel (~20%). 
5-10 years of experience (minimum) in product management
Excellent written and oral communications skills as well as polished presentation style.
Self-managing, with sound judgment to prioritize/balance customer, field requests and business goals.
Demonstrable experience in hands-on networking, including all aspects of IP communications.
Technically sound and knowledgeable about networking technologies – L2/L3 wired network protocols, TCP/IP communications, Wireless LAN and 802.11 standards.
Relevant technical degree or equivalent experience is a must. Additional business degree is preferred.",,,Yes,RD_Product_Strategy,,
Product_Management,Product Management,1/1/2000,n,,Product Manager,"Product Management ensures that the Company has the best worldwide product offerings 
by analyzing, positioning, packaging, promoting, and tailoring our solutions across a variety 
of countries and markets where the Company does business. The Product Management team 
is responsible for the product throughout the execution cycle, and works closely with the 
engineering group to continuously improve systems, processes and production.","Role & Responsibilities 
The manager will lead a small team of product managers who: 
● Develop the internal business case and customer value proposition for enhancements to the ELA offers, based on an understanding of the market conditions, customer decision drivers, and competitive dynamics 
● Define the commercial terms, including any unique licensing terms and business/governance rules 
● Define the go-to-market requirements for the various functional organizations that are needed to deliver offer enhancements 
● Identify any channel management considerations and unique sales compensation considerations 
● Develop positioning and messaging of the offers and collaborate with the marketing organization on the marketing plan for the offers 
● To the extent necessary, identify product development requirements with the product managers of the component products to ensure they support and/or enforce the value proposition and competitive advantages of the offers 
● Forecast the bookings and revenue attributed to the offer 
● Establish relationships with account teams for purposes of driving requirements, facilitating deals, and maintaining the pipeline 
● Establish self as a trusted collaborator by having an open and engaging collaboration style. Exhibit an ability to participate in virtual team efforts, partner across organizational boundaries and influence other stakeholders 
Minimum Qualifications 
● Eight or more years of experience in the enterprise software market as a product manager, account manager, product sales specialist, business development manager, or equivalent, preferably combined with an MBA 
● Previous supervisory experience 
Desired Skills 
● Experience managing a transition to a successor product during a high-growth phase of the market 
● Business acumen to make decisions that balance growth vs. risk and long-term business health 
● Demonstrated ability to lead a team to achieve economies of scale 
● Leadership of others to solve diverse issues requiring a deep understanding of business trends and customer buying behaviors 
● Excellent listening, verbal and written communications as well as influencing skills 
● Ability to thrive in a very dynamic, loosely structured, entrepreneurial environment",,,Yes,RD_Product_Management,,
Product_Development,Product Development,1/1/2000,n,,Product Developer,"Product Development is responsible for the design, development and testing of the 
Company’s products and their related components.  The team has accountability to make 
sure its products meet defined function specifications and performance benchmarks 
and other agreed criteria.   Establish technical requirements, objectives, timing, while 
monitoring conformance to acceptable standards and specifications.","RESPONSIBILITIES: 
Support and build strong, mutually effective key relationships (with peers, across the business and with suppliers) grounded in clear objectives, accountabilities, and respect
Accurate and timely reporting of all metrics and timeline processes (such as sample status) with key internal and external supply chain partners with clear accountabilities, deliverables, and measures
Understand and Adhere to all compliance standards, relating to all product quality, product safety, and TOE requirements
Support the team in achieving Aesthetic and Cost targets for product category brand segment through the execution of products from concept to manufacturing ready meeting all “Go To Market” milestones
Support execution of all Go To Market calendar development activities
Assist in coordinating and submitting complete product development packages (costing packages)
Assist in entering data and maintenance of seasonal costing templates, including seasonal rollups
Ensure integrity of data in systems/pre-production logs is complete and accurate before sampling/bulk contracts are issued
Support and track execution of protos, PPS, FOP activities and monitor timely receipt to meet production deadlines
Support population of Seasonal trigger documents and planning tools
Track seasonal samples; receipt and organization
Assist in managing pre-production submits; timely tracking and receipt, ensure that logs are accurate and approvals are complete before bulk contracts are issued
Track deliverables and monitor production deadlines
Maintain data entry into various systems and ensure the integrity of the information

QUALIFICATIONS:
Bachelor’s degree, however a combination of college education and related work experience may be used as a substitute
1-3 years garment production and/or product development experience preferred
Minimum 1 year of experience working in a position that required the manipulation of large amounts of data using various spreadsheet applications
Strong knowledge and proficiency with MS Office applications including Excel, Outlook, Word
Must be highly organized, analytical, detail oriented and results driven
Ability to be flexible in a multiple-task environment with a sense of urgency to meet development and manufacturing deadlines
Flexibility with regards to job responsibilities
Effective interpersonal and organizational skills; ability to build strong relationships and communicate with cross-functional and global teams
Demonstrated ability to learn new computer programs quickly
Excellent discretion, judgment, tact and diplomacy",,,Yes,RD_Product_Development,,
Vice_President_Research_and_Development,"Vice President, Research & Development",1/1/2000,n,,,"Responsible for innovative technical leadership and vision to all aspects of R&D including new product development and improvements & cost optimization for existing products.  Additionally identify, explore and implement strategic growth and optimization initiatives, both domestically and internationally.","RESPONSIBILITIES/DUTIES
Provide leadership and develop objectives for the Research and Development (R&D) department. Obtain funding for existing and future R&D projects. Develop and direct the design and development of new products and the improvement of existing products. Work with members of the senior management team to further department and company goals.

EDUCATION
At least a bachelor's degree in a scientific, business, or engineering discipline,.",,,Yes,#N/A,,
Director_Research_and_Development,"Director, Research & Development",1/1/2000,n,,,"Responsible for both the regular and timely release of innovative, high quality products that satisfy market requirements, and the effective integration and coordination with other departments within Research & Development, and the rest of the Company (i.e., Sales, Marketing, Business Planning, Operations, etc.).","Responsible for complete ownership of research and development projects involving materials, new products, and process and equipment opportunities leading to increased revenue and/or cost reductions within the Sabert Group.
ESSENTIAL DUTIES AND RESPONSIBILITIES
• Key project management responsibilities include:
- Identify and manage project risks
- Develop and manage budgets for multiple projects
- Manage and report timelines and key milestones of individual projects to all key stakeholders
- Co-ordinate and monitor all internal and external activities; prioritize activities to make best use of resources and ensure commitments to “customers” are delivered
- Work closely with the New Product Development, Manufacturing and Engineering team to ensure projects meet business needs
• Ensure all projects consistently follow Center for Innovation’s methodology for project management, tracking, etc.
• Work with Finance, as appropriate, to estimate financial impact for projects and initiatives
• Coordinate and oversee preparation of any Capital Authorization Requests and related return on investment
• Perform “post mortem” evaluations of all projects
• Work in accordance with all company policies and procedures regarding employment, safety, quality, product safety and legality, security, and regulatory compliance as applicable
PROVIDE LEADERSHIP AND TECHNICAL EXPERTISE
• Lead teams in multi-unit complex projects or assignments
• Able to manage teams or work independently to solve problems and create new opportunities
• Communicates with colleagues of different departments to lead new projects and/or provide advice
• Provides technical support and assistance throughout the Sabert Group
• Expert knowledge of plastic materials and processes and has the ability to communicate and educate this knowledge to others

QUALIFICATIONS
• Requires a Bachelor’s degree in an Engineering or science discipline; MBA a plus
• Certified Project Manager (CPM) a plus
• 10+ years of experience in project management 
• Prior experience working on technology initiatives",,,Yes,RD_Management,,
Executive_VP_Sales_and_Marketing,"Executive VP, Sales & Marketing",1/1/2000,n,,,"Responsible for driving all revenue generation for the company, both personally and through field sales teams.  Grow the Company's overall market share and establish a strong renewal-based core business.  Oversee sales development of both domestic and international markets, and focus on key vertical industries, as appropriate.  Hire, train, manage and motivate sales team at all experience levels to deliver top sales performance.  Establish sales processes to maximize sales team efficiency and effectiveness while increasing client satisfaction and company profitability.",,,,Yes,Executive_Management,,
Sales_Proposal_Specialist,Sales Proposal Specialist,1/1/2000,n,,,"A first point of contact for new customers, and a key contributor, you will coordinate and support company sales objectives with the production of proposals, presentations, executive summaries, corporate overviews and solutions of our best practices. Provide outstanding customer service and support in an internal client service organization.",,,,Yes,Sales_Operations,,
Vice_President_Global_Support,"Vice President, Global Support",1/1/2000,n,,,"Responsible for a support environment where customer satisfaction is paramount. The quality of the services offered is the most important factor to build a long-term, profitable relationship with our Customers.   The Vice President , Global Support will have to demonstrate proven performance of achieving continuous after-sales growth and customer life cycle management. Position is customer facing and as such the incumbent must demonstrate clear and positive presence, command confidence in large customer settings, and communicate clearly and effectively. Internally, the incumbent must be capable of driving internal processes to ensure both satisfaction and business growth at key accounts.",,,,Yes,OPS_Management,,
Director_Global_Support,"Director, Global Support",1/1/2000,n,,,"Responsible for developing, implementing and maintaining processes, procedures and communication channels in a customer focused manner in order to serve our customers.","The Director of Global Customer Support is a leader for all global Customer Support functions. This position leads a team of Support and Escalation Engineers, ensuring resolution of customer issues, team and accurate reporting on assigned metrics. This position is responsible for defining and executing the strategy to provide support to our customers across the globe in a cost effective and scalable manner. Strong communication skills with the ability to engage customers at various levels, and manage executive escalations are required.
Manage global support team and daily support team activities
Ensure support service level agreements are met.
Ensure the support team provides an exceptional customer service experience and ensure consistent quality technical support and customer service experience.
Create and continuously refine process flow documentation that outlines the steps to efficiently resolve customer issues.
Interface with customers, sales force, and various inside contacts to ensure that goals are met and customers receive the best service possible. To this end, develop key measurements of customer satisfaction. Serve as point of escalation for customer issues.
Responsible for employee lifecycle management, including resource acquisition
Meet with development or product management as necessary to ensure escalated tickets (bugs) are worked according to priority.
Monitor individual performance of direct reports against quarterly goals and objectives.
Provide daily, weekly and monthly reporting on support activities, ROI, and success.
Work with members of technical support, technical services, and sales engineers to diagnose and resolve complex issues for end users.
Travel to customer sites to meet with end users and stakeholders as needed.

Required Skills and Experience:
Bachelor’s Degree in Information Technology, Business Administration, or related field required.
10 or more years of technical customer support experience required.
Previous management experience required. 
Basic networking knowledge required.
Experience managing and prioritizing individual workload for optimal efficiency required.
Ability to learn abstract technical concepts required.

Preferred Skills and Experience:
Previous networking help desk experience preferred.
Experience with applications running on a client-server model preferred.",,,Yes,CS_Management,,
Manager_Information_Analysis,"Manager, Information Analysis",1/1/2000,n,,,"Develop and establish best practices throughout the data acquisition, transformation and delivery lifecycle. This manager will supervise the daily activities of data analysts and oversee data quality for data process and reporting projects. Identify areas for data quality improvement and lead resolution of data quality problems through the appropriate choice of error detection and correction, process control and improvement, or process design strategies.",,,,Yes,IT_Management,,
Senior_Data_Analyst,Senior Data Analyst,1/1/2000,n,,,Analytical dexterity and excellent communications skills are critical in this role where you'll roll up your sleeves and dig deep into analyzing a wide range of business problems using facts and data from multiple repositories to determine root causes to derive conclusions and deliver recommendations to management.,".  Works with large data sets, including statistical analysis, data visualization, data mining, and data cleansing/transformation on an ongoing basis.
.  Reviews data to determine how to increase productivity/profits, while increasing efficiency of application and class data performance.
.  Reviews customer and store data feeds to analyzes patterns. 
. Analyzes customer trends that impact business performance and recommend ways to improve outcomes.",,,Yes,IT_Services,,
Vice_President_Real_Estate_and_Facilities,"Vice President, Real Estate & Facilities",1/1/2000,n,,,"Create and execute the Real Estate and Facilities strategy for the Company, including day-to-day management of six major domestic sites and various minor international sites. This individual will manage the acquisition, maintenance and repair of the property portfolio for new locations and handle property management of existing locations.","RESPONSIBILITIES
Ensure compliance with internal, local, and federal guidelines and safety standards. Create and direct plans to maintain and enhance physical facilities. Manage construction projects, including interactions with government officials. Lead Facilities Management team, coordinate, and direct all activities. Control and predict financial costs, negotiating contracts to stay within budget.

EDUCATION
Bachelor's degree in business or a related field and prior experience as a facilities manager is highly beneficial. Industry certifications are also helpful.

KNOWLEDGE & SKILLS
Actively participate in business meetings to suggest ideas to save company resources and provide recommendations to solves problems in the workplace. Responsible for providing expert-level technical skills to help management complete tasks. Oversee cleaning, repair, and customer service staff to surpass client expectations and increase company revenue.",,,Yes,OPS_Management,,
Manager_Workstation_Operations,"Manager, Workstation Operations",1/1/2000,n,,,"Responsible for setting up, coordinating, and monitoring the operation of computer equipment.  May involve verifying data and performing clerical tasks in the data processing function.  Examines, revises, approves and dispatches input and output materials according to established specifications. Using established programs and procedures, manipulates controls in accordance with standard procedures, runs diagnostic tests to detect machine malfunctions, and other related peripheral equipment.",,,,Yes,IT_Management,,
